player_name,position,rank_pos,model_score,tier,nfl_team,source_url,notes
Cole Payton,QB,7,23.3,Tier5,PHI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Jam Miller,RB,13,21.7,Tier6,NE,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Jaydn Ott,RB,14,20.0,Tier6,FA,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,UDFA
Jack Endries,TE,9,18.3,Tier6,CIN,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Taylen Green,QB,8,16.7,Tier6,CLE,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Deion Burks,WR,21,15.0,Tier6,IND,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Reggie Virgil,WR,22,13.3,Tier6,ARI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Roman Hemby,RB,15,11.7,Tier6,FA,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,UDFA
Caleb Douglas,WR,23,10.0,Tier6,MIA,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Marlin Klein,TE,10,8.3,Tier6,HOU,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Josh Cameron,WR,24,6.7,Tier6,JAC,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Zavion Thomas,WR,25,5.0,Tier6,CHI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Kendrick Law,WR,26,3.3,Tier6,DET,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Nate Boerkircher,TE,11,1.7,Tier6,JAC,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
