player_name,position,rank_pos,model_score,tier,nfl_team,source_url,notes
Oscar Delp,TE,4,71.0,Tier3,NO,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_30
Brenen Thompson,WR,18,70.0,Tier3,LAC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_31
Adam Randall,RB,8,69.0,Tier3,BAL,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_32
Kaelon Black,RB,9,68.0,Tier3,SF,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_33
Malachi Fields,WR,19,67.0,Tier3,NYG,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_34
Demond Claiborne,RB,10,66.0,Tier3,MIN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_35
Caleb Douglas,WR,20,65.0,Tier3,MIA,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_36
Justin Joly,TE,5,64.0,Tier3,DEN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_37
Sam Roush,TE,6,63.0,Tier3,CHI,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_38
Zavion Thomas,WR,21,62.0,Tier3,CHI,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_39
Marlin Klein,TE,7,61.0,Tier3,HOU,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_40
Eli Raridon,TE,8,60.0,Tier3,NE,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_41
Nate Boerkircher,TE,9,59.0,Tier3,JAC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_42
Kendrick Law,WR,22,58.0,Tier3,DET,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_43
Tanner Koziol,TE,10,57.0,Tier3,JAC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_44
Dallen Bentley,TE,11,56.0,Tier3,DEN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_45
Joe Royer,TE,12,55.0,Tier3,CLE,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_46
Reggie Virgil,WR,23,54.0,Tier3,ARI,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_47
Seth McGowan,RB,11,53.0,Tier3,IND,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_48
Kevin Coleman,WR,24,52.0,Tier3,MIA,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_49
Malik Benson,WR,25,51.0,Tier3,LV,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_50
Will Kacmarek,TE,13,50.0,Tier4,MIA,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_51
Eli Heidenreich,RB,12,49.0,Tier4,PIT,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_52
Jamarion Miller,RB,13,48.0,Tier4,NE,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_53
Jack Endries,TE,14,47.0,Tier4,CIN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_54
Emmanuel Henderson Jr.,WR,26,46.0,Tier4,SEA,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_55
Jeff Caldwell,WR,27,45.0,Tier4,KC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_56
Josh Cameron,WR,28,44.0,Tier4,JAC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_57
Drew Allar,QB,3,43.0,Tier4,PIT,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_58
Carson Beck,QB,4,42.0,Tier4,ARI,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_59
Matthew Hibner,TE,15,41.0,Tier4,BAL,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_60
Deion Burks,WR,29,40.0,Tier4,IND,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_61
CJ Daniels,WR,30,39.0,Tier4,LAR,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_62
Cyrus Allen,WR,31,38.0,Tier4,KC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_63
Barion Brown,WR,32,37.0,Tier4,NO,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_64
Bauer Sharp,TE,16,36.0,Tier4,TB,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_65
Jaren Kanak,TE,17,35.0,Tier4,TEN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_66
Casen Ryan,TE,18,34.0,Tier4,CLE,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_67
Josh Cuevas,TE,19,33.0,Tier4,BAL,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_68
Cade Klubnik,QB,5,32.0,Tier4,NYJ,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_69
Riley Nowakowski,TE,20,31.0,Tier4,PIT,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_70
Colbie Young,WR,33,30.0,Tier4,CIN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_71
Seydou Traore,TE,21,29.0,Tier4,MIA,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_72
Noah Whittington,RB,14,28.0,Tier4,HOU,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_73
Le'Veon Moss,RB,15,27.0,Tier4,MIA,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_74
Kaden Wetjen,WR,34,26.0,Tier4,PIT,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_75
Lewis Bond,WR,35,25.0,Tier4,HOU,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_76
John Michael Gyllenborg,TE,22,24.0,Tier4,KC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_77
Michael Trigg,TE,23,23.0,Tier4,DAL,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_78
RJ Maryland,TE,24,22.0,Tier4,GB,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_79
Robert Henry Jr.,RB,16,21.0,Tier4,WAS,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_80
Eric Rivers,WR,36,20.0,Tier4,TB,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_81
CJ Williams,WR,37,19.0,Tier4,JAC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_82
Taylen Green,QB,6,18.0,Tier4,CLE,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_83
Cole Payton,QB,7,17.0,Tier4,PHI,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_84
Jaydn Ott,RB,17,16.0,Tier4,KC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_85
Desmond Reid,RB,18,15.0,Tier4,BUF,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_86
J'Mari Taylor,RB,19,14.0,Tier4,JAC,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_87
Eric McAlister,WR,38,13.0,Tier4,FA,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_88
Chip Trayanum,RB,20,12.0,Tier4,NYJ,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_89
Vinny Anthony II,WR,39,11.0,Tier4,ATL,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_90
Anthony Smith,WR,40,10.0,Tier4,DAL,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_91
J. Michael Sturdivant,WR,41,9.0,Tier4,GB,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_92
Kejon Owens,RB,21,8.0,Tier4,MIN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_93
Lake McRee,TE,25,7.0,Tier4,PIT,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_94
Kentrel Bullock,RB,22,6.0,Tier4,CIN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_95
Roman Hemby,RB,23,5.0,Tier4,LV,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_96
Max Bredeson,TE,26,4.0,Tier4,MIN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_97
Da'Quan Wright,TE,27,3.0,Tier4,PHI,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_98
Tyren Montgomery,WR,42,2.0,Tier4,TEN,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_99
Miles Kitselman,TE,28,1.0,Tier4,DET,https://www.draftsharks.com/article/2026-rookie-rankings,Overall_100
