player_name,position,rank_pos,model_score,tier,nfl_team,source_url,notes
Ja'Kobi Lane,WR,11,,4,Baltimore Ravens,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 4; 6-4 frame; enormous catch radius"
Chris Brazzell II,WR,12,,4,Carolina Panthers,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 4; 6-5; tracks deep balls; 4.38 40-time; 95th pctl Speed Score"
Antonio Williams,WR,13,,4,Washington Commanders,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 4; smooth route-runner; good hands; versatile"
Zachariah Branch,WR,14,,4,Atlanta Falcons,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 4; 5-10/175; YAC demon; explosive potential"
Skyler Bell,WR,15,,5,Buffalo Bills,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 5; 101 rec / 1278 yds; undersized 6-0/185"
Eric McAlister,WR,16,,5,,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 5; big-bodied X receiver; lacks elite athleticism"
Kevin Coleman Jr.,WR,17,,5,,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 5; similar profile to Branch; 74 rec at Mississippi State"
Ted Hurst,WR,18,,5,Tampa Bay Buccaneers,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 5; NFL-level speed and athleticism; 71 rec/1000+ yds; 4.32 40-time; 95th pctl Speed Score"
Harrison Wallace III,WR,19,,5,,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 5; solid route-runner; effective vs zone defense"
Deion Burks,WR,20,,5,,https://www.playerprofiler.com/article/2026-dynasty-rookie-wide-receiver-rankings/,"Tier 5; good hands; above-average vision as runner"
Jonah Coleman,RB,2,,2,Denver Broncos,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"5-9/228; reminiscent of Maurice Jones-Drew; 1800+ rush yds two seasons at Washington"
Emmett Johnson,RB,3,,2,Kansas City Chiefs,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"200 lbs; 1400+ rush yds and 85 receptions in 2025 at Nebraska"
Kaytron Allen,RB,4,,2,Washington Commanders,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"Penn State all-time leading rusher (4180 yds); 1303 yds senior season"
Nicholas Singleton,RB,5,,3,Tennessee Titans,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"6-0/224; Penn State all-time TD leader; foot injury concerns"
Jadarian Price,RB,6,,3,Seattle Seahawks,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"210 lbs; 6.0 YPC average; three return scores; Notre Dame"
Mike Washington Jr.,RB,7,,3,Las Vegas Raiders,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"6-2/228; 21.21 MPH at Senior Bowl; Arkansas"
Demond Claiborne,RB,8,,3,Minnesota Vikings,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"5-10/195; 26.3 yds per kickoff return at Wake Forest"
J'Mari Taylor,RB,9,,3,,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"5-9/204; transferred from NCC to Virginia"
Le'Veon Moss,RB,10,,3,,https://www.playerprofiler.com/article/dynasty-rookie-running-backs-2026-top-10/,"5.5 YPC average; significant injury history; Texas A&M"
