season,pick_label,pick_overall,draft_round,round_segment,tier,player_id,player_name,position,offense_defense,rookie_salary_y1,event,event_season,event_year_offset,event_dollar_value,resolving_franchise_id,notes,generated_at_utc
2025,2.09,21,2,Late,late_2nd,17039,"Shough, Tyler",QB,Offense,5000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,2.10,22,2,Late,late_2nd,17103,"Fannin, Harold",TE,Offense,5000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,2.11,23,2,Late,late_2nd,17078,"Bech, Jack",WR,Offense,5000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,2.12,24,2,Late,late_2nd,17052,"Tuten, Bhayshul",RB,Offense,5000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.01,25,3,Early,early_3rd,17080,"Noel, Jaylin",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.02,26,3,Early,early_3rd,17106,"Taylor, Mason",TE,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.03,27,3,Early,early_3rd,17047,"Sampson, Dylan",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.04,28,3,Early,early_3rd,17031,"Sanders, Shedeur",QB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.05,29,3,Middle,mid_3rd,17107,"Ferguson, Terrance",TE,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.06,30,3,Middle,mid_3rd,17064,"Hunter, Jarquez",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.07,31,3,Middle,mid_3rd,17086,"Royals, Jalen",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.08,32,3,Middle,mid_3rd,17108,"Arroyo, Elijah",TE,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.09,33,3,Late,late_3rd,17112,"Carter, Abdul",DE,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,3.10,34,3,Late,late_3rd,17073,"Ayomanor, Elic",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.11,35,3,Late,late_3rd,17049,"Smith, Brashard",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,3.12,36,3,Late,late_3rd,17082,"Bryant, Pat",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.01,37,4,Early,4th_plus,17069,"Blue, Jaydon",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.02,38,4,Early,4th_plus,17098,"Horton, Tory",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.03,39,4,Early,4th_plus,17157,"TeSlaa, Isaac",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.04,40,4,Early,4th_plus,17056,"Etienne, Trevor",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.05,41,4,Middle,4th_plus,17055,"James, Jordan",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.06,42,4,Middle,4th_plus,17060,"Giddens, DJ",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.07,43,4,Middle,4th_plus,17046,"Neal, Devin",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.08,44,4,Middle,4th_plus,17066,"Monangai, Kyle",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.09,45,4,Late,4th_plus,17184,"Lane, Jaylin",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.10,46,4,Late,4th_plus,17059,"Gordon, Ollie",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.11,47,4,Late,4th_plus,17058,"Brooks, Tahj",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,4.12,48,4,Late,4th_plus,17120,"Green, Mike",DE,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,5.01,49,5,Early,4th_plus,17036,"Howard, Will",QB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.02,50,5,Early,4th_plus,17087,"Thornton, Dont'e",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.03,51,5,Early,4th_plus,17037,"Gabriel, Dillon",QB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.04,52,5,Early,4th_plus,17113,"Williams, Mykel",DE,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,5.05,53,5,Middle,4th_plus,17132,"Starks, Malaki",S,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,5.06,54,5,Middle,4th_plus,17096,"Williams, Savion",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.07,55,5,Middle,4th_plus,17053,"Marks, Woody",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.08,56,5,Middle,4th_plus,17061,"Allen, LeQuint",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.09,57,5,Late,4th_plus,17034,"Ewers, Quinn",QB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.10,58,5,Late,4th_plus,17077,"Restrepo, Xavier",WR,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.11,59,5,Late,4th_plus,17256,"Croskey-Merritt, Jacory",RB,Offense,2000,pending,2025,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2025,5.12,60,5,Late,4th_plus,17123,"Campbell, Jihaad",LB,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.01,61,6,Early,4th_plus,17147,"Schwesinger, Carson",LB,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.02,62,6,Early,4th_plus,17137,"Harmon, Derrick",DT,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.03,63,6,Early,4th_plus,17125,"Knight, Demetrius",LB,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.04,64,6,Early,4th_plus,17122,"Walker, Jalon",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.05,65,6,Middle,4th_plus,17115,"Pearce, James",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.06,66,6,Middle,4th_plus,17119,"Scourton, Nic",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.07,67,6,Middle,4th_plus,17114,"Stewart, Shemar",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.08,68,6,Middle,4th_plus,17159,"Martin, Nick",LB,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.09,69,6,Late,4th_plus,17144,"Emmanwori, Nick",S,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.10,70,6,Late,4th_plus,17135,"Ezeiruaku, Donovan",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.11,71,6,Late,4th_plus,17121,"Graham, Mason",DT,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2025,6.12,72,6,Late,4th_plus,17126,"Stutsman, Danny",LB,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,1.01,1,1,Early,early_1st,16579,"Williams, Caleb",QB,Offense,15000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.02,2,1,Early,early_1st,16614,"Harrison Jr., Marvin",WR,Offense,14000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.03,3,1,Early,early_1st,16615,"Nabers, Malik",WR,Offense,13000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.04,4,1,Early,early_1st,16581,"Daniels, Jayden",QB,Offense,12000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.05,5,1,Middle,mid_1st,16584,"McCarthy, J.J.",QB,Offense,11000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.06,6,1,Middle,mid_1st,16616,"Odunze, Rome",WR,Offense,10000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.07,7,1,Middle,mid_1st,16641,"Bowers, Brock",TE,Offense,9000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.08,8,1,Middle,mid_1st,16580,"Maye, Drake",QB,Offense,8000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.09,9,1,Late,late_1st,16597,"Brooks, Jonathon",RB,Offense,7000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.10,10,1,Late,late_1st,16594,"Benson, Trey",RB,Offense,6000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.11,11,1,Late,late_1st,16620,"Worthy, Xavier",WR,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,1.12,12,1,Late,late_1st,16627,"McConkey, Ladd",WR,Offense,0,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.01,13,2,Early,early_2nd,16617,"Coleman, Keon",WR,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.02,14,2,Early,early_2nd,16632,"Burton, Jermaine",WR,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.03,15,2,Early,early_2nd,16618,"Thomas Jr., Brian",WR,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.04,16,2,Early,early_2nd,16593,"Corum, Blake",RB,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.05,17,2,Middle,mid_2nd,16583,"Penix Jr., Michael",QB,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.06,18,2,Middle,mid_2nd,16582,"Nix, Bo",QB,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.07,19,2,Middle,mid_2nd,16622,"Pearsall, Ricky",WR,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.08,20,2,Middle,mid_2nd,16610,"Wright, Jaylen",RB,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.09,21,2,Late,late_2nd,16619,"Franklin, Troy",WR,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.10,22,2,Late,late_2nd,16626,"Mitchell, Adonai",WR,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.11,23,2,Late,late_2nd,16604,"Lloyd, MarShawn",RB,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,2.12,24,2,Late,late_2nd,16601,"Shipley, Will",RB,Offense,5000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.01,25,3,Early,early_3rd,16637,"Baker, Javon",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.02,26,3,Early,early_3rd,16757,"Vidal, Kimani",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.03,27,3,Early,early_3rd,16644,"Sinnott, Ben",TE,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.04,28,3,Early,early_3rd,16639,"Legette, Xavier",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.05,29,3,Middle,mid_3rd,16629,"Wilson, Roman",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.06,30,3,Middle,mid_3rd,16631,"Polk, Ja'Lynn",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.07,31,3,Middle,mid_3rd,16595,"Estime, Audric",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.08,32,3,Middle,mid_3rd,16684,"Washington, Malik",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.09,33,3,Late,late_3rd,16603,"Davis, Ray",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.10,34,3,Late,late_3rd,16598,"Irving, Bucky",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.11,35,3,Late,late_3rd,16635,"McCaffrey, Luke",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,3.12,36,3,Late,late_3rd,16643,"Sanders, Ja'Tavion",TE,Offense,2000,extension,2025,1,1000,0003,extension_inferred,2026-04-30T16:14:22+00:00
2024,4.01,37,4,Early,4th_plus,16655,"Robinson, Chop",DE,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,4.02,38,4,Early,4th_plus,16613,"Laube, Dylan",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.03,39,4,Early,4th_plus,16648,"Wiley, Jared",TE,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.04,40,4,Early,4th_plus,16747,"Tracy, Tyrone",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.05,41,4,Middle,4th_plus,16621,"Walker, Devontez",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.06,42,4,Middle,4th_plus,16596,"Allen, Braelon",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.07,43,4,Middle,4th_plus,16688,"Guerendo, Isaac",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.08,44,4,Middle,4th_plus,16628,"McMillan, Jalen",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.09,45,4,Late,4th_plus,16642,"Stover, Cade",TE,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.10,46,4,Late,4th_plus,16746,"Ali, Rasheen",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,4.11,47,4,Late,4th_plus,16611,"Bailey, Emani",RB,Offense,2000,pending,2024,0,0,,right-censored; only rookie-year row visible,2026-04-30T16:14:22+00:00
2024,4.12,48,4,Late,4th_plus,16645,"All, Erick",TE,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.01,49,5,Early,4th_plus,16636,"Corley, Malachi",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.02,50,5,Early,4th_plus,16623,"Rice, Brenden",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.03,51,5,Early,4th_plus,16586,"Rattler, Spencer",QB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.04,52,5,Early,4th_plus,16640,"Cowing, Jacob",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.05,53,5,Middle,4th_plus,16665,"Colson, Junior",LB,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,5.06,54,5,Middle,4th_plus,16686,"Smith, Ainias",WR,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.07,55,5,Middle,4th_plus,16696,"Cooper, Edgerrin",LB,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,5.08,56,5,Middle,4th_plus,16589,"Travis, Jordan",QB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.09,57,5,Late,4th_plus,16605,"McClellan, Jase",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.10,58,5,Late,4th_plus,16706,"Reiman, Tip",TE,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.11,59,5,Late,4th_plus,16803,"Watson, Blake",RB,Offense,2000,pending,2025,1,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2024,5.12,60,5,Late,4th_plus,16651,"Latu, Laiatu",DE,Defense,2000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.01,61,6,Early,4th_plus,16650,"Turner, Dallas",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.02,62,6,Early,4th_plus,16653,"Verse, Jared",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.03,63,6,Early,4th_plus,16716,"Wilson, Payton",LB,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.04,64,6,Early,4th_plus,16667,"Gray, Cedric",LB,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.05,65,6,Middle,4th_plus,16679,"Nubin, Tyler",S,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.06,66,6,Middle,4th_plus,16704,"Wallace, Trevin",LB,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.07,67,6,Middle,4th_plus,16727,"Hicks, Jaden",S,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.08,68,6,Middle,4th_plus,16693,"Sweat, T'Vondre",DT,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.09,69,6,Late,4th_plus,16677,"Bullard, Javon",S,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.10,70,6,Late,4th_plus,16652,"Trice, Bralen",DE,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.11,71,6,Late,4th_plus,16724,"Taylor, Tory",PN,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2024,6.12,72,6,Late,4th_plus,16689,"Murphy, Byron",DT,Defense,1000,pending,,,0,,right-censored; no contract_history rows yet,2026-04-30T16:14:22+00:00
2023,1.01,1,1,Early,early_1st,16161,"Robinson, Bijan",RB,OFFENSE,15000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,1.02,2,1,Early,early_1st,16152,"Richardson, Anthony",QB,OFFENSE,14000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,1.03,3,1,Early,early_1st,16148,"Young, Bryce",QB,OFFENSE,13000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,1.04,4,1,Early,early_1st,16150,"Stroud, C.J.",QB,OFFENSE,12000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,1.05,5,1,Middle,mid_1st,16162,"Gibbs, Jahmyr",RB,OFFENSE,11000,extension,2025,2,11000,0004,extension_inferred,2026-04-30T16:14:22+00:00
2023,1.06,6,1,Middle,mid_1st,16185,"Smith-Njigba, Jaxon",WR,OFFENSE,10000,extension,2025,2,10000,0009,extension_inferred,2026-04-30T16:14:22+00:00
2023,1.07,7,1,Middle,mid_1st,16213,"Kincaid, Dalton",TE,OFFENSE,9000,extension,2025,2,9000,0004,extension_inferred,2026-04-30T16:14:22+00:00
2023,1.08,8,1,Middle,mid_1st,16188,"Johnston, Quentin",WR,OFFENSE,8000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,1.09,9,1,Late,late_1st,16186,"Addison, Jordan",WR,OFFENSE,7000,extension,2025,2,7000,0005,extension_inferred,2026-04-30T16:14:22+00:00
2023,1.10,10,1,Late,late_1st,16149,"Levis, Will",QB,OFFENSE,6000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,1.11,11,1,Late,late_1st,16190,"Flowers, Zay",WR,OFFENSE,5000,extension,2025,2,5000,0004,extension_inferred,2026-04-30T16:14:22+00:00
2023,1.12,12,1,Late,late_1st,16171,"Miller, Kendre",RB,OFFENSE,0,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.01,13,2,Early,early_2nd,16167,"Achane, De'Von",RB,OFFENSE,5000,extension,2025,2,5000,0003,extension_inferred,2026-04-30T16:14:22+00:00
2023,2.02,14,2,Early,early_2nd,16169,"Charbonnet, Zach",RB,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
2023,2.03,15,2,Early,early_2nd,16184,"Reed, Jayden",WR,OFFENSE,5000,pending,2025,2,0,,right-censored (rookie deal not yet expired),2026-04-30T16:14:22+00:00
